Åìî‘çÜ,ÅFéÊìæì˙ïtÅiêÌó™ï™êÕópÅj,ÅñéÊìæì˙ïtÅiÉOÉâÉtópÅj,Åìè§ïiñº,ÅñAmazonéÊÇËàµÇ¢äJénì˙,Åìèoïié“,Åìè§ïiè⁄ç◊URL,Åìèdï°,ÅìçÄî‘,ÅìêØ,É^ÉCÉgÉã,Åììäçeé“,ÅñÉåÉrÉÖÅ[ì˙ït,ÉåÉrÉÖÅ[ì‡óe
387,2017/04/05 21:45:14,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,1,2,"Inexpensive, but has major problems","Jon Tucker",2016/06/15,"This is a really cool model for a very low price, but the quality is lacking. The parts fit together somewhat loosely, leaving a decent bit of play in the finished model. Also, I had a problem with the propeller.

To prepare the strandbeest for the propeller, a shaft slides into the top of the body. Then the propeller slides over the shaft, and a rubber stopper slides over the end of the shaft to prevent the propeller from sliding off. The shaft in my kit had too small a diameter to fit snugly in the body, and as a result slid in and out freely. Almost immediately upon blowing on the propeller, the shaft would slide out and the gear on the propeller would disengage, causing it to stop working. The rubber stopper was too loose to prevent the propeller from moving and pushing it off of the shaft during operation, also causing it to stop working.

The propeller blades are held onto the propeller frame with provided strips of tape. The propeller blades have a curve to them and are quite stiff, however, so after a day or so the stiff blades pulled away from the tape and disconnected. This could be solved with some glue, but shouldn't need to be.

For this price point, I didn't expect super-high quality, but there are quite a few major problems with this model. It feels cheap, and several parts just can't be assembled as they are meant to be."
388,2017/04/05 21:45:15,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,2,1,"Malformed pieces and broken pieces","Will Van Beckum",2015/11/29,"This was almost a really cool toy. But several pieces were malformed to the point that the device was unusable. It was also missing parts. Just buy the authorized version and save the trouble of assembling everything and being disappointed."
389,2017/04/05 21:45:15,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,3,4,"It's a great idea and I like how this kit is in ...","Vasyl Bykov",2017/03/19,"It's a great idea and I like how this kit is in a box that's inside a book, but the wings didn't want to attach for me. The adhesive is not very strong and doesn't work well on curved surfaces. And even when wings are attached, they require incredibly strong current of air in order to move the mechanism. But it does walk in a pretty cool way."
390,2017/04/05 21:45:15,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,4,3,"First kit and replacement kit both had defects","c k",2014/06/13,"The first kit I purchased had a one of its crankshafts malformed and was unusable. I got a replacement kit and that one included two very small rubberbands instead of the one normal size one required for assembling. I actually compared the rubberbands between the two kits received and they were very different in size.

Individually the two kits I received were unassemblable, luckily I was able to use the first kit's rubberband to make the second kit work, then return the first as defective.

Once assembled, the actual strandbeest was very cool, and well worth the purchase, but getting two bad kits in a row makes me think there's something wrong with the supplier's quality checking."
391,2017/04/05 21:45:15,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,5,5,"Easy to assembly, complex model","STEPHEN AMOROSI",2013/06/22,"The model contains instructions in english which should be follow carefully to get the Strandbeest properly assembled. It takes about 1 hour to assemble. I wanted a quick understanding of how the Strandbeest works, which this model gave me."
392,2017/04/05 21:45:15,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,6,2,"Overpriced","Lance Dance",2013/08/22,"For what is is- It is very cool. However I ordered the same exact item on ebay direct from china for $16 with free shipping and only took a week to get to me. This one I highly overpayed for, no doubt. Also on one of the molds had a defect that I had to carefully chipout with a razor blade...twice... since there was two castings from the same mold. The one I ordered from ebay there is no defect"
393,2017/04/05 21:45:15,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,7,3,"A bit on the fence with this one.","Kevin S.",2014/03/21,"While I hate to be the one contrary reviewer, it has to be said that it seems quality management of the outgoing kits varied a fair bit. The bulk of the assembly process was pretty straightforward. Having previously built the bipedal version from a more recent Gakken issue, I was able to complete it in just under an hour. Aside from a couple misgivings on one or two of the choices made concerning the finishing bits -the rubber band and the functionally pointless wire shafts and ""stoppers""-- I was fairly pleased with it.

That is, I was, until I got to the turbine. This is where I noticed a lot of undercutting in the manufacturing process. A few of the blades had holes half-punched or not at all. Not to mention that they are out of place, as compared to the structure they mount to. In addition, previous kits have had the blades shipped with a predetermined arc already formed into them. That was not the case with this one, and it makes an obvious difference. The plastic seems to be a thicker gage than previous kits and that causes it to spring back into a flat surface, even when mounted with adhesive to the turbine frame.

Because of this, they occasionally come in contact with the frame and pop off. A stronger adhesive may correct this, but as of the initial build, I have four of the five blades trying their hardest to jump ship. Another effect is that, with the holes significantly out of place across all 5 blades, the turbine is completely unbalanced and causes the model to shudder as it walks. This also makes getting it moving in the first place much harder than it should be. Most obviously, when it comes to rest, the turbine always falls back into the same position; indicating that one of the blades is quite a bit heavier than the rest. Looking at it, it appears nearly twice as thick as the others and is the one which most frequently pops off.

Admittedly, I just get these things as a matter of curiosity and not as a serious undertaking in model-making. That said, it seems the models got better in later versions; this being from 2010 and the biped a Dec. 2012 product.

Get this product to scratch that model-making itch, but be aware there may be some functional flaws."
394,2017/04/05 21:45:16,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,8,5,"Fun little model to build","Grant Rudd",2016/01/05,"Fun little model to build. If I were to nitpick, I would say that the double sided tape for attaching the ""fan blades"" isn't that good. I used a small amount of CA glue instead and it works well and is easy. Build time isn't too long, but you have to read the instructions carefully. There is the possibility they could be misread and mistakes made. If you follow the instructions the build goes smoothly and is fairly easy."
395,2017/04/05 21:45:16,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,9,5,"Great gift for gifted grandsons","Amazon Customer",2013/05/14,"It came from overseas, and it was worth the wait, even though it arrived late for my grandson's birthday. He and his Dad had heard about the full-sized Straandbeest machines, so he was really excited to have a model to build, especially one that worked as intended."
396,2017/04/05 21:45:16,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,10,5,"An excellent family project!","C. Kim",2013/08/07,"I and my kids had a great time putting this little beast together. There many duplicative parts that make up the 12 legs, which allowed for the kids and I to form an assembly line of snipping, filing and sorting. The original straandbeests are just so clever and fascinating to watch and this model kit captures those aspects in a fun kit build. Do pay extremely careful attention to the instructions else you could end up having to start over again. Having had to do a tear down and rebuild of the kit I am happy to report that the plastic that the kit is made from is flexible enough to allow for careful disassembly and reassembly. Enjoy!"
397,2017/04/05 21:45:20,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,11,4,"Good model - probably not for kids without adult supervision","Sunny SanFran",2016/08/27,"The model is great, but mine doesn't walk smoothly. I could get it to walk only with a blow dryer, blowing on the highest setting. That leads me to the other issue - the fan blades are weakly secured with double sided tape. The stiff plastic used for the fan blades wants to retain it's flat shape, but the blade holder has a curve in it. So, the tape is too weak to hold it to the curve, and blowing against the fan blades makes the blades easily fly off. I had to solve that by super gluing each fan blade. So far, that seems to work. I also had to trim one of the blades with scissors since it whacked against the body when the fan was spinning - might have been due to mounting holes that weren't punched in the right spot - the other blades have plenty of clearance.

Overall, worth the price, but be prepared to massage it to get it to work properly. I'm an adult and it took me 2.5 hours to get it working properly - around an hour to assemble (and I used a knife to trim all of the pointy edges as I broke them off the part holders used in the molding process) and an hour to fix issues and see if I could get it to walk more smoothly. A couple steps took a while to figure out, but overall, pretty decent directions. I don't think I'd turn it over to a kid without adult supervision - I think they might easily confuse minor steps, which could cause problems. Also, they might now know how to fix issues outside of the normal instructions."
398,2017/04/05 21:45:20,2017/4/5,"1 X Wind-powered Animaris Ordis Parvus Strandbeest Model Robot (Beige)",,"YR.Seasons",https://www.amazon.com/Wind-powered-Animaris-Ordis-Parvus-Strandbeest/dp/B00AM6W76W/ref=sr_1_24?s=toys-and-games&ie=UTF8&qid=1491395898&sr=1-24&keywords=model,0,12,4,"Almost but not quite","L. Dyal",2016/09/30,"Very clever design and this model does an OK job in most respects but the propeller design is not well implemented and that's a shame because the mechanism goes together and operates very well. The blades are a poor fit and following their instructions they will not stay on. Double back tape and it doesn't hold. They actually give you a full set of die cut spare tape because they know it won't work. Too bad.

Also, again the propeller, the shaft is way too tight to allow the propeller to spin on it as I believe it is supposed to do. Instead the shaft turns in the holes in the framework, lots of friction. No way you can blow hard enough, I finally tested using compressed air and got it to walk. Now I need to figure out how to make it work right.

Be careful when assembling. Test the sub assemblies for free swinging and if the bind, get out a magnifier and very carefully trim flashing. I took my time and had very low resistance when operating by hand. The prop implementation is a disappointment.

I've continued to work on this and it now works right but only after reattaching propeller blades. They stay on long enough to make the point and visitors are charmed, as I was.

Still, fun to build. Well worth the price."
